Province,Prefecture,county
qinghai,guoluocangzizhizhou,jiuzhi
qinghai,guoluocangzizhizhou,maduo
qinghai,yushucangzizhizhou,yushu
qinghai,yushucangzizhizhou,zaduo
qinghai,yushucangzizhizhou,chengduo
qinghai,yushucangzizhizhou,zhiduo
qinghai,yushucangzizhizhou,nangqian
qinghai,yushucangzizhizhou,qumalai
qinghai,haiximenggucangzizhizhou,geermu
qinghai,haiximenggucangzizhizhou,delingha
qinghai,haiximenggucangzizhizhou,wulan
qinghai,haiximenggucangzizhizhou,dulan
qinghai,haiximenggucangzizhizhou,tianjun
ningxia,yinchuan,xingqing
ningxia,yinchuan,xixia
ningxia,yinchuan,jinfeng
ningxia,yinchuan,yongning
ningxia,yinchuan,helan
ningxia,yinchuan,lingwu
ningxia,shizuishan,dawukou
ningxia,shizuishan,huinong
ningxia,shizuishan,pingluo
ningxia,wuzhong,litong
ningxia,wuzhong,hongsibao
ningxia,wuzhong,yanchi
ningxia,wuzhong,tongxin
ningxia,wuzhong,qingtongxia
ningxia,guyuan,yuanzhou
ningxia,guyuan,xiji
ningxia,guyuan,longde
ningxia,guyuan,jingyuan
ningxia,guyuan,pengyang
ningxia,zhongwei,shapotou
ningxia,zhongwei,zhongning
ningxia,zhongwei,haiyuan
xinjiang,wulumuqi,tianshan
xinjiang,wulumuqi,shayibake
xinjiang,wulumuqi,xin
xinjiang,wulumuqi,shuimogou
xinjiang,wulumuqi,toutunhe
xinjiang,wulumuqi,nanshankuang
xinjiang,wulumuqi,dongshan
xinjiang,wulumuqi,wulumuqi
xinjiang,kelamayi,dushanzi
xinjiang,kelamayi,kelamayi
xinjiang,kelamayi,baijiantan
xinjiang,kelamayi,wuerhe
xinjiang,tulufandi,tulufan
xinjiang,tulufandi,shanshan
xinjiang,tulufandi,tuokexun
xinjiang,hamidi,hami
xinjiang,hamidi,balikunhasake
xinjiang,hamidi,yiwu
xinjiang,changjihuizizhizhou,changji
xinjiang,changjihuizizhizhou,fukang
xinjiang,changjihuizizhizhou,hutubi
xinjiang,changjihuizizhizhou,manasi
xinjiang,changjihuizizhizhou,qitai
xinjiang,changjihuizizhizhou,jimusaer
xinjiang,changjihuizizhizhou,muleihasake
xinjiang,boertalamengguzizhizhou,alashankou
xinjiang,boertalamengguzizhizhou,bole
xinjiang,boertalamengguzizhizhou,jinghe
xinjiang,boertalamengguzizhizhou,wenquan
xinjiang,bayinguolengmengguzizhizhou,kuerle
xinjiang,bayinguolengmengguzizhizhou,luntai
xinjiang,bayinguolengmengguzizhizhou,weili
xinjiang,bayinguolengmengguzizhizhou,ruoqiang
xinjiang,bayinguolengmengguzizhizhou,qiemo
xinjiang,bayinguolengmengguzizhizhou,yanqihui
xinjiang,bayinguolengmengguzizhizhou,hejing
xinjiang,bayinguolengmengguzizhizhou,heshuo
xinjiang,bayinguolengmengguzizhizhou,bohu
xinjiang,akesudi,akesu
xinjiang,akesudi,wensu
xinjiang,akesudi,kuche
xinjiang,akesudi,shaya
xinjiang,akesudi,xinhe
xinjiang,akesudi,baicheng
xinjiang,akesudi,wushi
xinjiang,akesudi,awati
xinjiang,akesudi,keping
xinjiang,kezilesukeerkezizizhizhou,atushi
xinjiang,kezilesukeerkezizizhizhou,aketao
xinjiang,kezilesukeerkezizizhizhou,aheqi
xinjiang,kezilesukeerkezizizhizhou,wuqia
xinjiang,kashidi,kashi
xinjiang,kashidi,shufu
xinjiang,kashidi,shule
xinjiang,kashidi,yingjisha
xinjiang,kashidi,zepu
xinjiang,kashidi,shache
xinjiang,kashidi,yecheng
xinjiang,kashidi,maigaiti
xinjiang,kashidi,yuepuhu
xinjiang,kashidi,qieshi
xinjiang,kashidi,bachu
xinjiang,kashidi,tashikuergantajike
xinjiang,hetiandi,hetian
xinjiang,hetiandi,hetian
xinjiang,hetiandi,moyu
xinjiang,hetiandi,pishan
xinjiang,hetiandi,luopu
xinjiang,hetiandi,cele
xinjiang,hetiandi,yutian
xinjiang,hetiandi,minfeng
xinjiang,yilihasakezizhizhou,kuitun
xinjiang,yilihasakezizhizhou,huoerguosi
xinjiang,yilihasakezizhizhou,yining
xinjiang,yilihasakezizhizhou,yining
xinjiang,yilihasakezizhizhou,chabuchaerxibo
xinjiang,yilihasakezizhizhou,huocheng
xinjiang,yilihasakezizhizhou,gongliu
xinjiang,yilihasakezizhizhou,xinyuan
xinjiang,yilihasakezizhizhou,zhaosu
xinjiang,yilihasakezizhizhou,tekesi
xinjiang,yilihasakezizhizhou,nileke
xinjiang,tachengdi,tacheng
xinjiang,tachengdi,wusu
xinjiang,tachengdi,emin
xinjiang,tachengdi,shawan
xinjiang,tachengdi,tuoli
xinjiang,tachengdi,yumin
xinjiang,tachengdi,hebukesaiermenggu
xinjiang,aletaidi,aletai
xinjiang,aletaidi,buerjin
xinjiang,aletaidi,fuyun
xinjiang,aletaidi,fuhai
xinjiang,aletaidi,habahe
xinjiang,aletaidi,qinghe
xinjiang,aletaidi,jimunai
xinjiang,zhixiadanwei,shihezi
xinjiang,zhixiadanwei,alaer
xinjiang,zhixiadanwei,tumushuke
xinjiang,zhixiadanwei,beitun
xinjiang,zhixiadanwei,tiemenguan
xinjiang,zhixiadanwei,shuanghe
xinjiang,zhixiadanwei,wujiaqu
taiwan,taibei,nan
taiwan,gaoxiong,nan
taiwan,jilong,nan
taiwan,taizhong,nan
taiwan,tainan,nan
taiwan,xinzhu,nan
taiwan,jiayi,nan
taiwan,xinbei,nan
taiwan,yilan,nan
taiwan,taoyuan,nan
taiwan,xinzhu,nan
taiwan,miaoli,nan
taiwan,zhanghua,nan
taiwan,nantou,nan
taiwan,yunlin,nan
taiwan,jiayi,nan
taiwan,pingdong,nan
taiwan,taidong,nan
taiwan,hualian,nan
taiwan,penghu,nan
xianggang,nan,nan
aomen,nan,nan
